,year,name,position,height,weight,fortyyd,twentyss,threecone,vertical,broad,bench,college,picktotal,first4av,carav,drav
500,2008,Leodis McKelvin,CB,5-10.0000,190,4.38,4.1,0,33.5,121,17,Troy,11,18,27,27
501,2008,Rashard Mendenhall,RB,5-10.0000,225,4.41,4.18,0,33.5,117,26,Illinois,23,28,29,26
502,2008,Antwaun Molden,CB,6-1.0000,198,4.39,4.14,0,37.5,129,23,Eastern Kentucky,79,4,4,2
503,2008,Marcus Monk,WR,6-4.0000,222,4.56,4.3,7.08,34.5,119,9,Arkansas,248,0,,
504,2008,Dre Moore,DT,6-4.0000,305,4.84,4.55,0,28,105,31,Maryland,115,1,1,1
505,2008,DaJuan Morgan,FS,6-1.0000,205,4.5,4.41,0,33,119,21,North Carolina State,82,3,3,3
506,2008,Shawn Murphy,OG,6-4.0000,320,5.38,4.89,0,21.5,100,29,Utah State,110,0,0,
507,2008,Jordy Nelson,WR,6-3.0000,217,4.51,4.35,7.03,31,123,0,Kansas State,36,33,56,56
508,2008,Carl Nicks,OT,6-5.0000,341,5.22,4.68,0,25.5,109,31,Nebraska,164,56,53,49
509,2008,Frank Okam,DT,6-5.0000,347,5.32,4.95,0,23,104,32,Texas,151,3,3,0
510,2008,Xavier Omon,RB,5-11.0000,228,4.52,0,0,31,112,17,Northwest Missouri State,179,0,0,0
511,2008,Jeff Otah,OT,6-6.0000,322,5.55,0,0,22.5,102,27,Pittsburgh,19,14,13,13
512,2008,Jalen Parmele,RB,6-1.0000,224,4.47,4.29,0,34,125,19,Toledo,176,1,1,
513,2008,Kenny Phillips,FS,6-2.0000,212,4.48,4.27,0,32.5,121,19,Miami (FL),31,16,16,15
514,2008,Mike Pollak,OC,6-4.0000,301,4.99,4.47,0,25,110,29,Arizona State,59,24,27,22
515,2008,Tracy Porter,CB,5-11.0000,188,4.37,4.07,0,34,123,18,Indiana,40,19,26,14
516,2008,Carlton Powell,DT,6-2.0000,292,5.1,4.87,0,22.5,108,23,Virginia Tech,148,0,0,
517,2008,DeMario Pressley,DT,6-3.0000,301,5.09,0,0,25.5,100,28,North Carolina State,144,1,1,1
518,2008,Chilo Rachal,OG,6-5.0000,315,5.16,5.14,0,25.5,108,28,USC,39,24,22,19
519,2008,Ray Rice,RB,5-8.0000,199,4.42,4.2,0,31.5,119,23,Rutgers,55,66,64,64
520,2008,Jamey Richard,OC,6-5.0000,295,5.22,4.69,0,26.5,107,22,Buffalo,236,10,10,10
521,2008,Barry Richardson,OT,6-7.0000,320,5.45,5.16,0,25.5,100,24,Clemson,170,20,19,12
522,2008,Chad Rinehart,OG,6-5.0000,320,5.42,4.56,0,28.5,106,26,Northern Iowa,96,10,22,2
523,2008,Kevin Robinson,WR,6-1.0000,202,4.69,4.77,0,27.5,115,0,Utah State,182,0,0,0
524,2008,Dominique Rodgers-Cromartie,CB,6-2.0000,184,4.29,4.17,0,38.5,131,17,Tennessee State,16,29,43,19
525,2008,Eddie Royal,WR,5-10.0000,184,4.39,4.34,0,36,124,24,Virginia Tech,42,23,33,19
526,2008,Ahtyba Rubin,DT,6-3.0000,315,5.2,5,0,28,106,35,Iowa State,190,29,44,35
527,2008,Matt Ryan,QB,6-5.0000,228,4.89,4.51,0,0,0,0,Boston College,3,73,96,96
528,2008,Tom Santi,TE,6-4.0000,250,4.8,4.27,0,36,121,14,Virginia,196,2,2,2
529,2008,Orlando Scandrick,CB,5-10.0000,192,4.32,0,0,33.5,125,0,Boise State,143,11,19,19
530,2008,Owen Schmitt,FB,6-2.0000,247,4.73,0,0,0,0,26,West Virginia,163,1,1,0
531,2008,Roy Schuening,OG,6-4.0000,306,5.29,0,0,25,0,26,Oregon State,157,0,0,0
532,2008,Geoff Schwartz,OT,6-6.0000,332,5.36,4.79,0,20.5,98,0,Oregon,241,8,16,6
533,2008,Arman Shields,WR,6-1.0000,194,4.37,3.96,0,37.5,128,19,Richmond,125,0,,
534,2008,Jerome Simpson,WR,6-2.0000,199,4.42,4.52,7.08,37.5,136,0,Coastal Carolina,46,11,17,7
535,2008,Pat Sims,DT,6-2.0000,310,5.06,0,0,27,0,20,Auburn,77,16,23,15
536,2008,Steve Slaton,RB,5-9.0000,197,4.45,0,0,33.5,118,19,West Virginia,89,20,20,20
537,2008,Bryan Smith,OLB,6-3.0000,231,4.74,4.4,0,32.5,120,17,McNeese State,80,1,1,
538,2008,Kevin Smith,RB,6-1.0000,217,4.53,4.49,0,32,120,0,UCF,64,20,19,19
539,2008,Marcus Smith,WR,6-2.0000,221,4.51,4.42,0,26.5,111,20,New Mexico,106,0,0,0
540,2008,Craig Stevens,TE,6-3.0000,254,4.59,4.31,0,27.5,114,27,California,85,4,5,5
541,2008,Jonathan Stewart,RB,5-10.0000,235,4.46,0,0,36.5,128,28,Oregon,13,32,43,43
542,2008,John Sullivan,OC,6-4.0000,301,5.35,4.55,0,30,103,21,Notre Dame,187,32,41,41
543,2008,Limas Sweed,WR,6-4.0000,215,4.48,0,0,35,0,0,Texas,53,1,1,1
544,2008,Aqib Talib,CB,6-1.0000,202,4.44,4.25,0,38,131,10,Kansas,20,23,46,16
545,2008,Jacob Tamme,TE,6-4.0000,236,4.58,4.27,0,30,109,18,Kentucky,127,12,19,7
546,2008,Devin Thomas,WR,6-2.0000,215,4.4,4.26,0,28,126,0,Michigan State,34,4,4,4
547,2008,Donald Thomas,OG,6-4.0000,303,5,4.78,0,24.5,100,28,Connecticut,195,14,14,6
548,2008,Marcus Thomas,RB,6-1.0000,213,4.59,0,0,30,116,21,UTEP,166,0,0,
549,2008,Marcus Thomas,RB,6-1.0000,213,4.59,0,0,30,116,21,UTEP,166,15,14,14
550,2008,Terrell Thomas,CB,6-1.0000,202,4.45,0,0,30.5,123,14,USC,63,15,17,17
551,2008,Jeremy Thompson,DE,6-5.0000,264,4.75,4.23,0,32,117,25,Wake Forest,102,1,1,1
552,2008,Ryan Torain,RB,6-1.0000,222,4.61,0,0,34,120,21,Arizona State,139,5,5,0
553,2008,DeJuan Tribble,CB,5-9.0000,189,4.59,0,0,32,114,13,Boston College,192,0,,
554,2008,Justin Tryon,CB,5-9.0000,190,4.42,4.28,0,32.5,119,21,Arizona State,124,7,7,3
555,2008,Mario Urrutia,WR,6-6.0000,232,4.59,4.44,0,30,115,0,Louisville,246,0,,
556,2008,Cody Wallace,OC,6-4.0000,296,5.3,4.55,0,30.5,113,26,Texas A&M,107,1,13,0
557,2008,Terrence Wheatley,CB,5-10.0000,187,4.37,4.2,0,36.5,128,17,Colorado,62,1,1,1
558,2008,Philip Wheeler,ILB,6-2.0000,248,4.76,4.29,0,31,118,24,Georgia Tech,93,19,28,10
559,2008,Jonathan Wilhite,CB,5-10.0000,185,4.38,0,0,33.5,119,20,Auburn,129,10,9,8
560,2008,Chris Williams,OT,6-6.0000,315,5.13,4.85,0,25,103,21,Vanderbilt,14,18,25,17
561,2008,Jack Williams,CB,5-9.0000,186,4.43,0,0,35.5,121,19,Kent State,119,2,2,2
562,2008,Thomas Williams,ILB,6-1.0000,238,4.86,0,0,29.5,113,26,USC,155,1,1,0
563,2008,Trae Williams,CB,5-9.0000,193,4.51,0,0,29.5,110,0,South Florida,159,0,,
564,2008,Tom Zbikowski,SS,5-11.0000,211,4.44,0,0,0,0,24,Notre Dame,86,12,11,7
565,2008,Jeremy Zuttah,OT,6-4.0000,303,4.99,4.54,0,26.5,107,35,Rutgers,83,28,41,30
566,2007,Victor Abiamiri,DE,6-4.0000,267,4.8,0,0,0,0,25,Notre Dame,57,5,5,5
567,2007,Gaines Adams,DE,6-5.0000,258,4.64,4.36,7.17,35,119,0,Clemson,4,18,17,16
568,2007,Gerald Alexander,FS,6-1.0000,210,4.51,4.21,0,41,124,15,Boise State,61,11,11,6
569,2007,Rufus Alexander,OLB,6-1.0000,228,4.79,4.3,0,35,117,25,Oklahoma,176,0,0,0
570,2007,Jay Alford,DT,6-4.0000,304,5.17,4.83,0,25.5,103,0,Penn State,81,4,4,4
571,2007,Michael Allan,TE,6-6.0000,255,4.71,4.52,0,36,123,19,Whitworth,231,0,,
572,2007,Andy Alleman,OG,6-4.0000,305,5.07,4.65,0,30,106,27,Akron,88,5,5,
573,2007,Aundrae Allison,WR,6-1.0000,198,4.39,4.25,6.81,37,127,0,East Carolina,146,3,3,3
574,2007,Deon Anderson,FB,5-11.0000,243,4.73,4.43,0,33,114,23,Connecticut,195,1,1,1
575,2007,Baraka Atkins,DE,6-5.0000,271,4.69,0,0,33,111,22,Miami (FL),120,2,2,2
576,2007,Dallas Baker,WR,6-3.0000,208,4.53,4.19,6.69,36,129,14,Florida,227,0,0,0
577,2007,Allen Barbre,OT,6-4.0000,300,4.84,4.63,0,32,105,28,Missouri Southern State,119,7,14,6
578,2007,Antwan Barnes,DE,6-1.0000,240,4.43,4.32,0,35,122,31,Florida International,134,7,9,2
579,2007,Dan Bazuin,DE,6-3.0000,266,4.77,4.75,0,30,109,25,Central Michigan,62,0,,
580,2007,Jon Beason,OLB,6-1.0000,237,4.72,0,0,0,111,19,Miami (FL),25,49,55,47
581,2007,John Beck,QB,6-2.0000,215,4.75,4.17,0,29.5,111,0,Brigham Young,40,4,4,2
582,2007,Josh Beekman,OG,6-2.0000,313,5.36,4.81,0,25.5,93,24,Boston College,130,10,10,10
583,2007,Fred Bennett,CB,6-1.0000,196,4.46,4.3,0,38.5,123,17,South Carolina,123,8,8,8
584,2007,Desmond Bishop,ILB,6-2.0000,239,4.78,0,0,0,0,33,California,192,21,21,20
585,2007,Quincy Black,OLB,6-2.0000,240,4.42,4.34,0,41.5,124,24,New Mexico,68,19,20,20
586,2007,Justin Blalock,OG,6-3.0000,320,5.1,4.72,0,28.5,101,40,Texas,39,42,57,57
587,2007,Lorenzo Booker,RB,5-11.0000,191,4.46,0,0,35.5,121,26,Florida State,71,4,4,3
588,2007,Kevin Boss,TE,6-7.0000,252,4.78,4.41,0,35,116,0,Western Oregon,153,17,16,13
589,2007,Dwayne Bowe,WR,6-2.0000,221,4.51,4.35,6.81,33,125,0,LSU,23,38,49,49
590,2007,Stewart Bradley,OLB,6-4.0000,254,4.72,4.17,0,35.5,112,28,Nebraska,87,19,19,16
591,2007,Ahmad Bradshaw,RB,5-10.0000,198,4.55,4.09,0,34,112,0,Marshall,250,28,42,36
592,2007,Alan Branch,DT,6-6.0000,324,5.07,0,0,27.5,107,33,Michigan,33,14,34,4
593,2007,Steve Breaston,WR,6-1.0000,193,4.46,4.29,0,33,124,0,Michigan,142,28,26,22
594,2007,Levi Brown,OT,6-6.0000,323,5.4,4.89,0,25.5,97,31,Penn State,5,0,0,0
595,2007,Levi Brown,OT,6-6.0000,323,5.4,4.89,0,25.5,97,31,Penn State,5,34,33,33
596,2007,Tarell Brown,CB,5-11.0000,190,4.45,4.37,0,33.5,111,17,Texas,147,15,26,21
597,2007,Prescott Burgess,OLB,6-4.0000,240,4.82,4.31,0,32.5,106,19,Michigan,207,3,3,3
598,2007,Adam Carriker,DE,6-6.0000,296,4.9,4.18,0,33.5,110,33,Nebraska,13,24,23,9
599,2007,Scott Chandler,TE,6-7.0000,270,4.78,4.32,0,30,111,16,Iowa,129,3,18,0
600,2007,Thomas Clayton,RB,5-10.0000,218,4.63,0,0,36.5,121,23,Kansas State,186,0,,
601,2007,David Clowney,WR,6-1.0000,188,4.36,4.15,0,32.5,123,0,Virginia Tech,157,3,3,
602,2007,Michael Coe,CB,6-1.0000,190,4.53,4.31,0,35,122,17,Alabama State,173,2,3,1
603,2007,Joe Cohen,DT,6-3.0000,313,5.1,0,0,26,0,34,Florida,135,1,1,
604,2007,Tim Crowder,DE,6-4.0000,272,4.69,4.32,0,30.5,111,32,Texas,56,12,11,2
605,2007,Kenneth Darby,RB,5-11.0000,211,4.75,4.53,0,30,108,19,Alabama,246,4,4,0
606,2007,Doug Datish,OC,6-4.0000,302,5.13,4.65,0,26,102,31,Ohio State,198,0,,
607,2007,Buster Davis,ILB,5-10.0000,239,4.64,4.37,0,31,104,24,Florida State,69,2,2,
608,2007,Chris Davis,WR,5-10.0000,181,4.5,4.14,0,35.5,115,0,Florida State,128,0,0,0
609,2007,Chris Denman,OT,6-7.0000,315,5.62,4.92,0,27.5,97,21,Fresno State,214,0,,
610,2007,Zak DeOssie,ILB,6-5.0000,250,4.58,4.22,0,34.5,122,26,Brown,116,9,11,11
611,2007,Justin Durant,ILB,6-1.0000,230,4.51,4.09,0,36,121,25,Hampton,48,26,36,16
612,2007,Trent Edwards,QB,6-4.0000,231,4.76,4.46,0,0,0,19,Stanford,92,18,17,16
613,2007,Yamon Figurs,WR,5-11.0000,174,4.3,4.21,0,0,123,0,Kansas State,74,2,2,2
614,2007,Joel Filani,WR,6-2.0000,211,4.57,0,0,32.5,117,17,Texas Tech,188,0,,
615,2007,Jacob Ford,DE,6-4.0000,249,4.65,0,0,0,0,19,Central Arkansas,204,9,9,9
616,2007,Eric Frampton,SS,5-11.0000,204,4.61,4.17,0,34.5,122,10,Washington State,165,5,5,
617,2007,Doug Free,OT,6-6.0000,324,5.19,4.53,0,30,111,22,Northern Illinois,122,21,43,43
618,2007,Dustin Fry,OC,6-3.0000,315,5.28,0,0,0,0,34,Clemson,139,0,0,0
619,2007,Brandon Frye,OT,6-4.0000,301,5.08,4.4,0,32.5,103,34,Virginia Tech,163,2,2,
620,2007,C.J. Gaddis,FS,6-1.0000,203,4.45,4.3,0,36.5,121,20,Clemson,159,0,,
621,2007,Josh Gattis,FS,6-1.0000,206,4.51,4.27,0,34.5,121,22,Wake Forest,150,0,0,
622,2007,Dashon Goldson,FS,6-2.0000,205,4.6,4.46,0,34.5,115,12,Washington,126,27,46,35
623,2007,Anthony Gonzalez,WR,6-1.0000,193,4.44,4.08,6.54,38,123,16,Ohio State,32,16,16,16
624,2007,Michael Griffin,SS,6-1.0000,202,4.45,4.1,0,36,120,16,Texas,19,39,51,51
625,2007,Ben Grubbs,OG,6-3.0000,311,5.18,4.72,0,26.5,103,29,Auburn,29,33,54,26
626,2007,Leon Hall,CB,5-11.0000,193,4.39,4.07,0,37.5,125,15,Michigan,18,39,49,49
627,2007,Justin Harrell,DT,6-5.0000,300,5.04,4.79,0,30.5,108,24,Tennessee,16,2,2,2
628,2007,Clark Harris,TE,6-6.0000,261,4.8,4.4,0,32,112,21,Rutgers,243,4,6,
629,2007,David Harris,ILB,6-2.0000,243,4.59,4.29,0,33,107,23,Michigan,47,54,77,77
630,2007,Leroy Harris,OC,6-3.0000,302,5.35,4.8,0,24.5,96,29,North Carolina State,115,19,21,21
631,2007,Ryan Harris,OT,6-5.0000,305,5.09,4.52,0,25.5,100,22,Notre Dame,70,17,34,22
632,2007,Mario Henderson,OT,6-7.0000,302,5.11,4.87,0,28.5,109,20,Florida State,91,11,11,11
633,2007,Chris Henry,RB,5-11.0000,230,4.4,4.16,0,36,127,26,Arizona,50,1,1,1
634,2007,Chris Henry,RB,5-11.0000,230,4.4,4.16,0,36,127,26,Arizona,50,17,16,16
635,2007,Jason Hill,WR,6-1.0000,204,4.32,4.22,7.02,37,123,11,Washington State,76,10,9,4
636,2007,Corey Hilliard,OT,6-5.0000,308,5.29,4.65,0,27,106,28,Oklahoma State,209,5,9,
637,2007,Chris Houston,CB,5-10.0000,185,4.32,4.12,0,36,122,27,Arkansas,41,28,33,14
638,2007,Nate Ilaoa,RB,5-9.0000,245,4.77,4.42,0,30,103,25,Hawaii,236,0,,
639,2007,David Irons,CB,5-10.0000,190,4.44,4.3,0,29.5,111,11,Auburn,194,1,1,1
640,2007,Kenny Irons,RB,5-11.0000,203,4.45,4.17,0,38,123,0,Auburn,49,0,,
641,2007,Brandon Jackson,RB,5-10.0000,210,4.54,4.14,0,37,122,21,Nebraska,63,17,16,16
642,2007,Keith Jackson,DT,6-1.0000,305,5.05,4.56,0,30,0,33,Arkansas,248,0,,
643,2007,Tanard Jackson,FS,6-1.0000,200,4.52,4.28,0,32.5,121,12,Syracuse,106,26,24,24
644,2007,Antonio Johnson,DT,6-3.0000,310,5.15,4.49,0,29,108,28,Mississippi State,152,19,21,3
645,2007,Calvin Johnson,WR,6-5.0000,239,4.35,0,0,42.5,139,0,Georgia Tech,2,48,78,78
646,2007,Charles Johnson,DE,6-2.0000,270,4.84,0,0,34,118,33,Georgia,83,19,41,41
647,2007,Michael Johnson,SS,6-3.0000,205,4.62,4.32,0,33,114,15,Arizona,224,30,38,34
648,2007,Michael Johnson,SS,6-3.0000,205,4.62,4.32,0,33,114,15,Arizona,224,15,14,14
649,2007,Jacoby Jones,WR,6-3.0000,210,4.5,4.31,7.03,34,129,0,Lane,73,21,30,18
650,2007,James Jones,WR,6-1.0000,207,4.54,4.2,0,34,119,22,San Jose State,78,28,45,42
651,2007,Ryan Kalil,OC,6-3.0000,299,4.96,4.34,0,26,104,34,USC,59,38,66,66
652,2007,Adam Koets,OT,6-5.0000,298,5.08,4.47,0,32,106,20,Oregon State,189,2,2,2
653,2007,Kevin Kolb,QB,6-3.0000,218,4.85,4.44,0,32.5,112,0,Houston,36,10,12,4
654,2007,LaRon Landry,FS,6-1.0000,213,4.35,0,0,37.5,123,0,LSU,6,28,37,24
655,2007,Brian Leonard,RB,6-2.0000,226,4.52,4.22,0,34.5,122,28,Rutgers,52,8,11,3
656,2007,Marshawn Lynch,RB,5-11.0000,215,4.46,4.58,0,35.5,125,20,California,12,36,68,16
657,2007,James Marten,OT,6-8.0000,309,5.08,4.54,0,30.5,100,0,Boston College,67,0,0,
658,2007,Ryan McBean,DT,6-5.0000,286,4.98,4.46,0,28,108,27,Oklahoma State,132,11,11,0
659,2007,Trumaine McBride,CB,5-9.0000,185,4.57,4.32,0,34.5,122,14,Mississippi,221,7,14,6
660,2007,Turk McBride,DT,6-3.0000,277,4.81,4.12,0,31,108,27,Tennessee,54,13,13,6
661,2007,Marcus McCauley,CB,6-1.0000,203,4.39,4.17,0,36,129,17,Fresno State,72,5,5,5
662,2007,Brandon McDonald,CB,5-11.0000,181,4.58,4.76,0,33,118,17,Memphis,140,15,15,12
663,2007,Robert Meachem,WR,6-2.0000,214,4.39,4.31,6.97,37.5,121,0,Tennessee,27,25,26,25
664,2007,Brandon Mebane,DT,6-1.0000,309,5.15,4.65,0,24,106,24,California,85,33,53,53
665,2007,Brandon Meriweather,FS,5-11.0000,195,4.47,4.33,0,35,111,11,Miami (FL),24,25,33,22
666,2007,Zach Miller,TE,6-5.0000,256,4.87,4.42,0,34,115,0,Arizona State,38,4,8,4
667,2007,Zach Miller,TE,6-5.0000,256,4.87,4.42,0,34,115,0,Arizona State,38,23,29,19
668,2007,Martrez Milner,TE,6-4.0000,252,4.79,4.49,0,34,117,19,Georgia,133,0,0,0
669,2007,Marvin Mitchell,ILB,6-3.0000,249,4.87,4.25,0,32,108,22,Tennessee,220,8,12,5
670,2007,Jay Moore,DE,6-5.0000,274,4.92,4.35,0,34,118,26,Nebraska,104,0,,
671,2007,Drew Mormino,OC,6-3.0000,299,5.32,4.53,0,28,105,27,Central Michigan,199,0,,
672,2007,Quentin Moses,DE,6-5.0000,261,4.82,4.53,0,32,115,17,Georgia,65,5,5,
673,2007,Jarvis Moss,DE,6-7.0000,250,4.7,0,0,30.5,120,16,Florida,17,3,3,2
674,2007,Legedu Naanee,WR,6-2.0000,225,4.41,0,0,40,119,19,Boise State,172,14,13,8
675,2007,Reggie Nelson,FS,6-1.0000,198,4.48,0,0,34.5,0,0,Florida,21,29,54,12
676,2007,Stephen Nicholas,OLB,6-2.0000,232,4.64,4.45,0,33.5,110,29,South Florida,109,19,27,27
677,2007,Chad Nkang,SS,6-1.0000,220,4.52,4.34,0,36.5,118,23,Elon,251,1,1,1
678,2007,Uche Nwaneri,OG,6-3.0000,325,5.37,0,0,0,0,24,Purdue,149,30,36,36
679,2007,Amobi Okoye,DT,6-2.0000,302,5.07,0,0,30,111,29,Louisville,10,25,24,21
680,2007,Michael Okwo,ILB,6-1.0000,232,4.7,4.43,0,35.5,121,20,Stanford,94,0,,
681,2007,Greg Olsen,TE,6-6.0000,254,4.51,4.48,0,35.5,114,23,Miami (FL),31,22,48,12
682,2007,Jordan Palmer,QB,6-6.0000,231,4.98,4.58,0,30.5,104,0,UTEP,205,0,0,
683,2007,Ben Patrick,TE,6-3.0000,252,4.74,4.31,0,34.5,111,0,Delaware,215,4,4,4
684,2007,Kevin Payne,FS,6-1.0000,220,4.6,4.3,0,35,106,20,Louisiana-Monroe,167,11,11,11
685,2007,Adrian Peterson,RB,6-2.0000,217,4.4,4.4,0,38.5,127,0,Oklahoma,7,58,88,88
686,2007,Sabby Piscitelli,SS,6-3.0000,224,4.47,3.9,0,34.5,122,19,Oregon State,64,11,11,10
687,2007,Quinn Pitcock,DT,6-3.0000,299,4.93,0,0,34,112,0,Ohio State,98,2,2,2
688,2007,Antonio Pittman,RB,5-11.0000,207,4.4,4.16,0,35.5,123,16,Ohio State,107,3,3,
689,2007,Paul Posluszny,OLB,6-2.0000,238,4.7,4.2,0,37,116,22,Penn State,34,31,50,17
690,2007,Brady Quinn,QB,6-3.0000,232,4.73,0,0,0,0,24,Notre Dame,22,3,2,3
691,2007,Manuel Ramirez,OG,6-3.0000,326,5.24,0,0,0,0,40,Texas Tech,117,6,32,8
692,2007,Sidney Rice,WR,6-4.0000,200,4.51,4.34,7.09,39.5,119,0,South Carolina,44,25,33,20
693,2007,Jay Richardson,DE,6-6.0000,279,5,4.54,0,33,112,20,Ohio State,138,14,13,13
694,2007,Laurent Robinson,WR,6-2.0000,199,4.38,4.28,6.83,39,127,19,Illinois State,75,15,16,3
695,2007,Ryne Robinson,WR,5-9.0000,179,4.47,4.21,0,35,123,0,Miami (OH),118,0,0,0
696,2007,Brian Robison,DE,6-3.0000,259,4.67,4.26,0,40.5,121,27,Texas,102,14,37,37
697,2007,Dante Rosario,TE,6-3.0000,244,4.78,4.47,0,36,115,20,Oregon,155,8,9,6
698,2007,Aaron Ross,CB,6-1.0000,193,4.44,4.15,0,34,118,17,Texas,20,19,21,19
699,2007,Aaron Rouse,SS,6-4.0000,223,4.58,0,0,35,0,16,Virginia Tech,89,8,8,5
700,2007,Jeff Rowe,QB,6-5.0000,226,4.91,4.15,0,29.5,114,0,Nevada,151,0,0,0
701,2007,JaMarcus Russell,QB,6-6.0000,265,4.83,0,0,0,0,0,LSU,1,6,6,6
702,2007,Clifton Ryan,DT,6-2.0000,305,5.12,4.69,0,26.5,102,25,Michigan State,154,13,13,13
703,2007,Dan Santucci,OG,6-4.0000,301,5.13,4.74,0,29,102,23,Notre Dame,230,0,0,0
704,2007,Dallas Sartz,OLB,6-5.0000,237,4.71,4.13,0,33.5,111,20,USC,143,0,,
705,2007,Samson Satele,OC,6-3.0000,300,5.24,4.29,0,33,101,25,Hawaii,60,35,48,24
706,2007,Derek Schouman,FB,6-2.0000,247,4.74,4.27,0,37.5,122,27,Boise State,222,2,2,2
707,2007,Ken Shackleford,OT,6-5.0000,322,5.3,5.05,0,24.5,102,28,Georgia,190,0,,
708,2007,Tim Shaw,OLB,6-2.0000,236,4.51,4.12,0,36.5,116,26,Penn State,164,6,7,1
709,2007,Brandon Siler,ILB,6-2.0000,241,4.62,0,0,30.5,109,0,Florida,240,11,12,10
710,2007,Kelvin Smith,ILB,6-2.0000,240,4.8,4.42,0,32,110,26,Syracuse,219,0,0,0
711,2007,Kolby Smith,RB,5-11.0000,220,4.5,4.34,0,38,114,18,Louisville,148,4,4,4
712,2007,Ryan Smith,CB,5-10.0000,174,4.51,0,0,0,0,11,Florida,206,0,,
713,2007,Steve Smith,WR,6-1.0000,197,4.44,4.19,6.68,38,120,0,USC,51,23,23,21
714,2007,Jason Snelling,FB,5-11.0000,230,4.79,4.38,0,30,111,0,Virginia,244,17,21,21
715,2007,Paul Soliai,DT,6-4.0000,344,5.1,4.69,0,29.5,103,0,Utah,108,20,40,32
716,2007,Anthony Spencer,DE,6-3.0000,261,4.7,4.43,0,32.5,112,30,Purdue,26,26,33,33
717,2007,Joe Staley,OT,6-6.0000,306,4.78,0,0,0,0,27,Central Michigan,28,33,65,65
718,2007,Drew Stanton,QB,6-3.0000,226,4.75,4.41,0,30.5,108,0,Michigan State,43,4,9,4
719,2007,Cameron Stephenson,OG,6-3.0000,306,5.4,4.81,0,28.5,101,34,Rutgers,156,0,,
720,2007,Syndric Steptoe,WR,5-9.0000,194,4.59,0,0,33,0,17,Arizona,234,1,1,1
721,2007,Daren Stone,SS,6-3.0000,218,4.58,4.44,0,39,132,13,Maine,203,2,2,1
722,2007,Chansi Stuckey,WR,5-11.0000,197,4.56,4.14,0,35,120,0,Clemson,235,10,10,5
723,2007,Kasey Studdard,OG,6-3.0000,303,5.18,0,0,0,0,32,Texas,183,8,8,8
724,2007,Courtney Taylor,WR,6-2.0000,204,4.5,4.28,7.22,36,122,0,Auburn,197,1,1,1
725,2007,Joe Thomas,OT,6-7.0000,311,4.92,4.88,0,33,110,28,Wisconsin,3,52,78,78
726,2007,Marcus Thomas,DT,6-3.0000,314,5.18,0,0,0,0,27,Florida,121,0,0,
727,2007,Marcus Thomas,DT,6-3.0000,314,5.18,0,0,0,0,27,Florida,121,15,14,14
728,2007,Lawrence Timmons,OLB,6-1.0000,234,4.66,4.32,0,35,123,25,Florida State,15,34,62,62
729,2007,Matt Toeaina,DT,6-2.0000,307,5.1,0,0,0,0,26,Oregon,187,11,12,
730,2007,Tony Ugoh,OT,6-5.0000,301,5.06,0,0,32.5,117,32,Arkansas,42,20,19,18
731,2007,Jonathan Wade,CB,5-10.0000,195,4.36,4.4,0,40.5,126,0,Tennessee,84,7,7,4
732,2007,Anthony Waters,ILB,6-3.0000,245,4.59,0,0,0,0,25,Clemson,96,2,2,1
733,2007,Eric Weddle,SS,5-11.0000,203,4.48,4.12,0,33.5,113,11,Utah,37,37,62,62
734,2007,John Wendling,FS,6-1.0000,222,4.48,4.16,0,38.5,129,22,Wyoming,184,5,7,2
735,2007,Marvin White,FS,6-1.0000,199,4.54,0,0,33.5,0,17,TCU,114,8,8,6
736,2007,Chandler Williams,WR,5-11.0000,184,4.42,4.29,0,32.5,123,0,Florida International,233,0,,
737,2007,Paul Williams,WR,6-1.0000,205,4.45,4.24,7.03,38.5,125,0,Fresno State,80,0,0,0
738,2007,Patrick Willis,ILB,6-1.0000,242,4.51,4.46,0,39,119,22,Mississippi,11,79,92,92
739,2007,C.J. Wilson,CB,6-1.0000,195,4.62,4.2,0,37.5,127,0,Baylor,226,0,14,9
740,2007,C.J. Wilson,CB,6-1.0000,195,4.62,4.2,0,37.5,127,0,Baylor,226,0,1,1
741,2007,Josh Wilson,CB,5-9.0000,189,4.39,4.43,0,36.5,120,0,Maryland,55,25,34,13
742,2007,Garrett Wolfe,RB,5-8.0000,186,4.4,4.08,0,35.5,0,0,Northern Illinois,93,2,2,2
743,2007,Abraham Wright,DE,6-2.0000,242,4.9,4.46,0,31,111,24,Colorado,238,0,,
744,2007,Dwayne Wright,RB,6-1.0000,228,4.66,4.43,0,34,115,14,Fresno State,111,1,1,1
745,2007,Eric Wright,CB,5-11.0000,192,4.36,4.23,0,36.5,123,16,UNLV,53,30,31,21
746,2007,Mansfield Wrotto,OG,6-3.0000,317,5.4,4.92,0,0,92,27,Georgia Tech,124,6,6,3
747,2007,DeShawn Wynn,RB,5-11.0000,232,4.47,0,0,31.5,115,0,Florida,228,3,3,3
748,2006,Titus Adams,DT,6-4.0000,306,5.07,4.55,0,30.5,103,15,Nebraska,220,0,0,
749,2006,Joseph Addai,RB,5-11.0000,214,4.4,4.48,0,38.5,125,18,LSU,30,51,50,50
750,2006,Victor Adeyanju,DE,6-4.0000,274,4.86,4.41,0,32,112,22,Indiana,113,14,13,13
